Date,Cl,Mn,NO3
2021-06-24 11:30:00,0.27,1.0,1.182
2021-03-29 10:15:00,0.33,2.0,0.917
2019-03-07 14:30:00,0.06,3.0,0.948
2019-09-07 11:50:00,0.13,4.0,0.973
2019-07-13 09:10:00,0.17,4.0,1.007
2019-07-17 10:00:00,0.24,4.0,0.942
2019-07-23 10:30:00,0.2,4.0,1.022
2019-06-08 12:00:00,0.1,4.0,1.04
2019-08-08 10:50:00,0.08,5.0,1.084
2019-08-14 10:20:00,0.2,3.0,1.15
2019-10-09 10:40:00,0.25,3.0,1.22
2019-11-09 10:00:00,0.23,3.0,1.186
2019-09-19 00:00:00,0.13,3.0,1.214
2019-04-10 10:50:00,0.18,2.0,1.306
2019-08-10 13:20:00,0.17,3.0,1.326
2019-10-10 11:20:00,0.23,3.0,1.348
2019-06-11 09:40:00,0.15,4.0,1.341
2019-08-11 09:50:00,0.3,3.0,1.299
2019-11-11 10:15:00,0.15,3.0,1.358
2019-11-13 10:30:00,0.2,4.0,1.341
2019-11-18 11:00:00,0.18,2.0,0.909
2019-11-21 11:10:00,0.17,4.0,0.838
2019-09-12 09:30:00,0.18,7.0,0.57
2019-11-12 10:30:00,0.15,2.0,0.587
2019-12-12 10:00:00,0.2,2.0,0.579
2020-07-01 10:15:00,0.26,3.0,0.675
2020-01-13 11:20:00,0.19,4.0,0.684
2020-01-16 10:05:00,0.23,3.0,0.675
2020-01-23 09:30:00,0.23,3.0,0.707
2020-10-02 10:30:00,0.18,1.0,0.707
2020-02-18 12:00:00,0.2,1.0,0.685
2020-02-19 12:20:00,0.18,3.0,0.678
2020-04-03 11:40:00,0.18,3.0,0.654
2020-03-25 12:45:00,0.27,2.0,0.748
2020-09-04 12:00:00,0.11,3.0,0.758
2020-04-13 11:25:00,0.18,1.0,0.757
2020-04-15 09:40:00,0.2,1.0,0.762
2020-04-21 10:00:00,0.16,1.0,0.782
2020-04-23 10:10:00,0.17,1.0,0.806
2020-05-13 11:00:00,0.3,4.0,0.811
2020-05-22 11:35:00,0.22,3.0,0.851
2020-03-06 09:25:00,0.11,3.0,0.893
2020-10-06 10:10:00,0.21,1.0,0.999
2020-06-15 10:55:00,0.11,2.0,1.015
2020-07-07 13:25:00,0.25,4.0,1.103
2020-07-20 10:15:00,0.24,4.0,1.19
2020-07-23 11:40:00,0.13,3.0,1.185
2020-11-08 12:20:00,0.06,4.0,1.234
2020-08-20 12:45:00,0.2,2.0,1.285
2020-01-09 11:20:00,0.05,3.0,1.313
2020-03-09 11:30:00,0.16,3.0,1.298
2020-09-09 11:55:00,0.19,1.0,1.31
2020-09-21 11:35:00,0.26,3.0,1.403
2020-10-20 12:50:00,0.23,3.0,1.475
2020-10-24 12:25:00,0.24,4.0,1.475
2020-10-29 12:50:00,0.05,3.0,1.446
2020-01-11 12:10:00,0.2,4.0,1.509
2020-12-11 10:40:00,0.05,3.0,1.039
2020-11-17 12:10:00,0.16,1.0,1.331
2020-11-29 12:25:00,0.15,2.0,0.713
2020-06-12 12:15:00,0.16,2.0,0.642
2020-09-12 11:15:00,0.12,5.0,0.73
2021-01-25 12:40:00,0.18,1.0,0.777
2021-03-02 09:45:00,0.18,1.0,0.812
2021-04-02 10:15:00,0.09,4.0,0.828
2021-10-02 10:05:00,0.2,3.0,0.85
2021-02-17 10:30:00,0.2,1.0,0.924
2021-02-22 11:40:00,0.2,4.0,1.063
2021-02-03 09:40:00,0.2,1.0,1.007
2021-10-03 09:35:00,0.18,3.0,0.987
2021-03-18 00:00:00,0.24,1.0,0.898
2021-06-04 09:55:00,0.24,2.0,0.913
2021-08-04 11:15:00,0.17,3.0,0.845
2021-04-15 11:45:00,0.24,1.0,0.907
2021-04-21 11:35:00,0.18,3.0,0.912
2021-05-20 11:00:00,0.25,3.0,0.866
2021-05-25 10:10:00,0.15,3.0,0.962
2021-01-06 13:00:00,0.18,3.0,0.575
2021-05-06 09:15:00,0.2,27.0,1.014
2021-06-17 10:15:00,0.19,1.0,1.127
2019-03-07 14:50:00,0.05,5.0,0.93
2019-07-17 09:20:00,0.11,7.0,0.926
2019-07-08 10:20:00,0.05,7.0,1.056
2019-11-09 09:40:00,0.11,6.0,1.183
2019-04-10 10:30:00,0.21,1.0,1.262
2019-11-11 10:35:00,0.1,5.0,1.353
2019-11-18 10:40:00,0.1,6.0,1.029
2019-04-12 10:00:00,0.13,6.0,0.591
2020-07-01 12:40:00,0.23,4.0,0.672
2020-01-14 11:10:00,0.12,4.0,0.688
2020-10-02 12:15:00,0.15,4.0,0.7
2020-02-19 12:40:00,0.11,4.0,0.693
2020-11-03 12:20:00,0.11,2.0,0.75
2020-07-04 12:30:00,0.23,4.0,0.76
2020-05-13 11:20:00,0.17,5.0,0.818
2020-03-06 13:20:00,0.18,7.0,0.897
2020-06-15 13:15:00,0.17,6.0,0.993
2020-07-07 13:05:00,0.14,4.0,1.111
2020-07-20 09:50:00,0.13,6.0,1.187
2020-11-08 12:50:00,0.12,5.0,1.221
2020-01-09 11:00:00,0.21,5.0,1.305
2020-03-09 10:50:00,0.05,4.0,1.296
2020-09-09 13:40:00,0.23,1.0,1.301
2020-09-21 11:15:00,0.12,4.0,1.401
2020-10-20 09:25:00,0.12,5.0,1.476
2020-11-17 12:30:00,0.1,1.0,1.308
2020-02-12 09:35:00,0.15,1.0,0.772
2020-09-12 14:45:00,0.14,4.0,0.651
2021-01-25 11:20:00,0.15,1.0,0.776
2021-03-02 11:40:00,0.2,1.0,0.824
2021-10-02 12:05:00,0.22,3.0,0.836
2021-10-03 12:50:00,0.17,4.0,0.94
2021-03-18 00:00:00,0.15,1.0,0.916
2021-06-04 09:30:00,0.14,2.0,0.911
2021-01-06 12:40:00,0.17,50.0,0.881
2021-03-06 13:00:00,0.05,52.0,0.958
2021-05-06 08:45:00,0.12,23.0,1.015
2019-01-07 10:20:00,0.32,1.0,0.949
2019-11-07 10:30:00,0.38,3.0,1.01
2019-07-15 10:30:00,0.31,3.0,0.862
2019-07-22 10:40:00,0.38,1.0,1.032
2019-07-24 10:30:00,0.35,3.0,0.927
2019-01-08 10:20:00,0.31,2.0,0.919
2019-06-08 10:10:00,0.31,2.0,1.058
2019-08-08 10:20:00,0.32,3.0,1.036
2019-12-08 12:00:00,0.15,3.0,1.043
2019-08-13 12:20:00,0.16,1.0,0.867
2019-08-16 10:30:00,0.2,2.0,0.853
2019-08-20 10:50:00,0.37,2.0,1.141
2019-08-22 11:00:00,0.37,3.0,1.125
2019-03-09 11:00:00,0.28,2.0,1.177
2019-10-09 12:20:00,0.31,3.0,1.002
2019-09-16 11:00:00,0.33,3.0,1.049
2019-08-10 10:40:00,0.32,3.0,1.155
2019-11-10 12:50:00,0.35,2.0,1.213
2019-10-15 10:50:00,0.35,3.0,1.272
2019-10-21 10:40:00,0.31,1.0,1.382
2019-10-29 11:40:00,0.2,1.0,1.451
2019-04-11 11:20:00,0.32,3.0,1.017
2019-06-11 10:30:00,0.37,1.0,1.389
2019-08-11 10:20:00,0.24,1.0,1.359
2019-11-11 10:40:00,0.21,1.0,1.332
2019-11-13 10:30:00,0.35,3.0,1.187
2019-11-15 10:30:00,0.38,1.0,1.22
2019-11-20 12:00:00,0.35,3.0,0.764
2019-03-12 11:30:00,0.3,3.0,0.74
2019-05-12 10:55:00,0.23,1.0,0.636
2019-10-12 10:40:00,0.32,2.0,0.607
2019-12-12 10:50:00,0.39,1.0,0.605
2019-12-17 10:50:00,0.25,2.0,0.617
2020-07-01 11:50:00,0.31,2.0,0.684
2020-01-13 13:00:00,0.34,2.0,0.688
2020-01-17 10:00:00,0.23,2.0,0.696
2020-01-20 10:40:00,0.32,2.0,0.714
2020-01-24 10:20:00,0.2,1.0,0.725
2020-03-02 11:05:00,0.11,1.0,0.699
2020-05-02 11:00:00,0.32,3.0,0.701
2020-11-02 11:10:00,0.32,3.0,0.689
2020-02-17 10:30:00,0.15,2.0,0.597
2020-04-03 10:40:00,0.34,2.0,0.605
2020-06-03 10:40:00,0.33,2.0,0.626
2020-10-03 11:10:00,0.37,2.0,0.626
2020-12-03 10:35:00,0.24,2.0,0.73
2020-03-13 11:20:00,0.35,2.0,0.603
2020-03-17 11:55:00,0.17,3.0,0.733
2020-03-24 10:00:00,0.24,2.0,0.743
2020-08-04 12:20:00,0.34,2.0,0.746
2020-09-04 10:15:00,0.23,2.0,0.861
2020-04-13 10:30:00,0.37,2.0,0.771
2020-04-21 10:30:00,0.38,3.0,0.719
2020-04-05 11:20:00,0.24,2.0,0.859
2020-12-05 10:40:00,0.37,3.0,0.811
2020-05-13 11:10:00,0.25,1.0,0.832
2020-05-19 11:30:00,0.22,2.0,0.87
2020-05-20 12:50:00,0.25,2.0,0.79
2020-05-26 12:00:00,0.39,2.0,0.747
2020-02-06 10:50:00,0.34,3.0,0.814
2020-04-06 10:40:00,0.2,2.0,0.826
2020-08-06 12:50:00,0.36,3.0,0.859
2020-09-06 10:30:00,0.32,2.0,0.883
2020-12-06 10:30:00,0.33,2.0,0.885
2020-06-17 10:45:00,0.26,1.0,1.004
2020-06-19 11:30:00,0.33,2.0,0.846
2020-06-22 10:25:00,0.2,2.0,1.077
2020-02-07 12:30:00,0.35,3.0,1.023
2020-06-07 12:30:00,0.21,2.0,0.939
2020-09-07 11:10:00,0.28,2.0,1.198
2020-07-13 10:50:00,0.46,2.0,1.192
2020-07-16 11:00:00,0.31,1.0,1.179
2020-07-21 11:50:00,0.25,1.0,1.178
2020-03-08 11:15:00,0.22,1.0,1.281
2020-10-08 11:50:00,0.37,2.0,1.262
2020-08-14 12:30:00,0.25,2.0,1.144
2020-08-17 10:40:00,0.34,2.0,1.28
2020-08-20 10:20:00,0.33,2.0,1.301
2020-08-24 13:30:00,0.25,3.0,1.19
2020-09-14 11:00:00,0.28,1.0,1.401
2020-01-10 12:20:00,0.26,1.0,1.467
2020-10-19 10:20:00,0.12,3.0,1.114
2020-10-27 11:10:00,0.15,3.0,1.18
2020-10-30 09:40:00,0.18,2.0,1.233
2020-04-11 10:25:00,0.06,3.0,1.11
2020-09-11 12:20:00,0.25,1.0,1.022
2020-11-13 12:10:00,0.13,3.0,1.028
2020-11-17 11:45:00,0.1,2.0,1.24
2020-11-18 11:30:00,0.27,1.0,1.053
2020-11-20 10:30:00,0.39,2.0,1.012
2020-11-25 11:50:00,0.18,1.0,1.229
2020-11-26 10:40:00,0.25,1.0,1.022
2020-11-30 12:10:00,0.23,2.0,0.726
2020-03-12 10:35:00,0.24,4.0,0.641
2020-04-12 11:10:00,0.24,2.0,0.686
2020-07-12 12:35:00,0.25,2.0,0.688
2020-10-12 10:30:00,0.2,2.0,0.694
2020-11-12 09:30:00,0.23,2.0,0.695
2020-12-16 11:00:00,0.2,2.0,0.605
2021-11-01 10:30:00,0.17,2.0,0.866
2021-01-20 10:15:00,0.24,1.0,0.805
2021-01-26 10:10:00,0.25,1.0,0.807
2021-02-02 11:35:00,0.19,3.0,0.907
2021-04-02 10:00:00,0.3,2.0,0.898
2021-09-02 10:00:00,0.32,4.0,0.773
2021-10-02 12:00:00,0.24,1.0,0.865
2021-12-02 10:25:00,0.26,2.0,0.903
2021-02-16 10:50:00,0.1,3.0,0.852
2021-02-19 10:40:00,0.25,2.0,0.842
2021-05-03 10:20:00,0.26,2.0,1.06
2021-09-03 09:00:00,0.19,2.0,0.94
2021-11-03 10:45:00,0.08,1.0,0.979
2021-03-17 10:15:00,0.24,1.0,0.794
2021-03-24 10:00:00,0.26,1.0,0.753
2021-01-04 10:30:00,0.23,2.0,0.91
2021-09-04 10:10:00,0.31,2.0,0.754
2021-04-13 12:25:00,0.25,3.0,0.903
2021-04-19 10:35:00,0.31,2.0,0.768
2021-04-21 12:15:00,0.31,3.0,0.817
2021-07-05 09:50:00,0.22,3.0,0.915
2021-05-14 09:00:00,0.35,2.0,0.973
2021-05-18 11:35:00,0.36,1.0,0.968
2021-05-20 10:30:00,0.28,3.0,0.941
2021-05-25 13:15:00,0.29,1.0,1.004
2021-02-06 12:40:00,0.4,2.0,1.039
2021-04-06 11:45:00,0.25,1.0,1.061
2021-07-06 11:10:00,0.49,1.0,1.079
2021-11-06 10:40:00,0.2,3.0,0.621
2021-06-14 11:00:00,0.22,3.0,0.836
2021-06-17 10:05:00,0.29,2.0,0.863
2021-06-22 11:50:00,0.21,1.0,1.187
2021-06-24 11:30:00,0.24,2.0,1.2
2019-01-07 00:00:00,0.31,1.0,0.959
2019-10-07 10:10:00,0.27,3.0,1.102
2019-12-07 11:30:00,0.2,2.0,1.025
2019-07-19 09:20:00,0.32,2.0,1.005
2019-07-22 10:10:00,0.3,2.0,1.022
2019-07-24 10:00:00,0.16,2.0,1.05
2019-07-26 11:30:00,0.2,2.0,1.046
2019-02-08 10:40:00,0.06,2.0,1.07
2019-05-08 10:30:00,0.05,2.0,1.066
2019-07-08 13:50:00,0.31,2.0,1.096
2019-09-08 09:40:00,0.25,2.0,1.131
2019-08-14 10:10:00,0.22,2.0,1.152
2019-08-16 10:10:00,0.17,2.0,1.099
2019-08-19 10:20:00,0.24,2.0,1.096
2019-08-23 11:00:00,0.2,1.0,1.152
2019-02-09 11:20:00,0.05,2.0,1.178
2019-09-09 10:40:00,0.31,2.0,1.221
2019-09-13 09:30:00,0.22,3.0,1.233
2019-09-26 10:00:00,0.16,3.0,1.247
2019-09-27 10:10:00,0.18,2.0,1.339
2019-02-10 10:50:00,0.24,2.0,1.308
2019-04-10 10:20:00,0.21,2.0,1.348
2019-09-10 10:00:00,0.3,1.0,1.353
2019-10-14 10:00:00,0.2,2.0,1.389
2019-10-18 11:00:00,0.09,4.0,1.385
2019-10-25 12:30:00,0.2,1.0,1.391
2019-10-29 12:40:00,0.17,1.0,1.444
2019-10-31 11:50:00,0.3,1.0,1.389
2019-04-11 09:50:00,0.21,1.0,1.3
2019-06-11 11:50:00,0.09,1.0,1.367
2019-12-11 11:00:00,0.12,1.0,1.347
2019-11-14 10:30:00,0.3,2.0,0.795
2019-11-19 10:00:00,0.3,2.0,0.666
2019-11-20 11:30:00,0.15,1.0,0.962
2019-11-22 11:10:00,0.05,2.0,0.825
2019-03-12 10:20:00,0.2,1.0,0.61
2019-06-12 10:10:00,0.3,2.0,0.635
2019-10-12 11:20:00,0.18,1.0,0.62
2019-11-12 10:20:00,0.32,2.0,0.602
2019-12-16 09:50:00,0.21,1.0,0.637
2019-12-17 10:10:00,0.36,2.0,0.627
2020-06-01 09:50:00,0.31,1.0,0.684
2020-10-01 11:25:00,0.25,1.0,0.689
2020-01-14 10:00:00,0.3,2.0,0.71
2020-01-17 09:50:00,0.21,2.0,0.708
2020-01-21 11:20:00,0.32,2.0,0.714
2020-01-22 09:20:00,0.24,2.0,0.716
2020-01-24 09:35:00,0.3,2.0,0.732
2020-03-02 10:10:00,0.26,2.0,0.703
2020-05-02 12:10:00,0.31,2.0,0.709
2020-07-02 10:20:00,0.39,1.0,0.709
2020-02-14 10:20:00,0.33,1.0,0.714
2020-02-17 10:10:00,0.26,2.0,0.696
2020-02-21 12:00:00,0.31,2.0,0.696
2020-02-24 10:00:00,0.24,2.0,0.68
2020-02-03 11:25:00,0.23,2.0,0.652
2020-05-03 11:50:00,0.31,2.0,0.664
2020-11-03 11:20:00,0.3,3.0,0.785
2020-03-13 09:55:00,0.25,2.0,0.723
2020-03-16 10:10:00,0.25,2.0,0.711
2020-03-18 11:50:00,0.31,1.0,0.723
2020-03-23 10:05:00,0.27,1.0,0.757
2020-03-04 10:20:00,0.27,1.0,0.747
2020-08-04 10:20:00,0.31,2.0,0.875
2020-10-04 09:50:00,0.25,1.0,0.782
2020-04-14 10:40:00,0.35,1.0,0.811
2020-04-16 09:35:00,0.24,1.0,0.804
2020-04-05 09:30:00,0.31,3.0,0.837
2020-08-05 10:30:00,0.33,3.0,0.856
2020-05-13 09:40:00,0.24,1.0,0.832
2020-05-15 11:50:00,0.31,2.0,0.859
2020-05-18 11:05:00,0.23,1.0,0.825
2020-05-20 11:05:00,0.26,1.0,0.869
2020-05-22 11:50:00,0.32,2.0,0.877
2020-05-26 10:45:00,0.13,2.0,0.895
2020-03-06 11:20:00,0.31,2.0,0.926
2020-05-06 11:50:00,0.32,2.0,0.955
2020-08-06 12:40:00,0.06,1.0,0.868
2020-12-06 09:50:00,0.27,1.0,1.037
2020-06-17 12:35:00,0.13,4.0,0.852
2020-06-19 10:30:00,0.32,2.0,1.059
2020-06-23 14:15:00,0.18,1.0,1.08
2020-01-07 11:10:00,0.22,2.0,1.126
2020-03-07 13:10:00,0.26,2.0,1.151
2020-10-07 00:00:00,0.07,2.0,1.164
2020-07-15 10:55:00,0.25,2.0,1.197
2020-07-17 12:50:00,0.36,2.0,1.231
2020-07-22 10:50:00,0.36,2.0,1.228
2020-07-08 13:30:00,0.27,2.0,1.238
2020-12-08 11:20:00,0.18,2.0,1.249
2020-08-14 10:00:00,0.21,2.0,1.255
2020-08-19 13:00:00,0.2,2.0,1.307
2020-08-09 11:30:00,0.07,2.0,1.247
2020-11-09 13:35:00,0.21,1.0,1.269
2020-09-19 12:25:00,0.23,2.0,1.421
2020-09-26 12:50:00,0.2,1.0,1.42
2020-02-10 13:45:00,0.2,1.0,1.492
2020-04-10 12:00:00,0.28,1.0,1.488
2020-10-20 12:20:00,0.27,2.0,1.491
2020-10-25 12:00:00,0.25,1.0,1.487
2020-10-26 11:00:00,0.05,2.0,1.513
2020-10-28 11:00:00,0.1,1.0,1.461
2020-10-31 12:55:00,0.16,2.0,1.434
2020-04-11 13:20:00,0.11,1.0,1.362
2020-07-11 14:05:00,0.16,1.0,1.469
2020-08-11 12:15:00,0.26,1.0,1.424
2020-09-11 12:40:00,0.26,1.0,1.027
2020-11-13 13:20:00,0.05,1.0,0.88
2020-11-15 12:15:00,0.25,1.0,1.442
2020-11-18 11:50:00,0.28,1.0,1.061
2020-11-20 11:10:00,0.2,2.0,0.776
2020-11-24 10:40:00,0.25,2.0,0.861
2020-11-28 13:30:00,0.18,1.0,0.711
2020-01-12 12:20:00,0.26,1.0,0.904
2020-04-12 10:40:00,0.21,2.0,0.781
2020-05-12 13:30:00,0.19,1.0,0.634
2020-07-12 12:50:00,0.26,2.0,0.67
2020-10-12 12:10:00,0.18,2.0,0.724
2021-06-01 10:30:00,0.21,1.0,0.76
2021-11-01 11:15:00,0.26,2.0,0.876
2021-01-15 09:30:00,0.25,1.0,0.715
2021-01-18 11:55:00,0.27,2.0,0.846
2021-01-20 09:40:00,0.22,1.0,0.783
2021-01-22 09:50:00,0.24,1.0,0.791
2021-01-27 11:10:00,0.21,2.0,0.804
2021-01-02 11:20:00,0.15,2.0,0.876
2021-04-02 10:50:00,0.27,1.0,0.826
2021-10-02 09:45:00,0.25,1.0,0.853
2021-12-02 09:30:00,0.26,1.0,0.874
2021-02-15 12:35:00,0.19,2.0,0.978
2021-02-17 09:45:00,0.18,2.0,0.637
2021-02-19 10:10:00,0.19,2.0,1.0
2021-02-23 11:50:00,0.25,2.0,1.007
2021-02-03 09:55:00,0.14,2.0,1.116
2021-05-03 09:20:00,0.25,2.0,1.055
2021-09-03 10:55:00,0.19,2.0,0.997
2021-03-15 11:30:00,0.2,2.0,0.996
2021-03-19 10:30:00,0.25,2.0,0.918
2021-03-22 13:00:00,0.26,2.0,0.945
2021-02-04 10:30:00,0.27,3.0,0.892
2021-07-04 10:00:00,0.2,2.0,0.905
2021-09-04 10:55:00,0.19,4.0,0.955
2021-04-13 10:25:00,0.23,3.0,0.909
2021-04-16 11:20:00,0.17,2.0,0.983
2021-04-20 10:50:00,0.22,3.0,0.978
2021-05-05 10:55:00,0.25,2.0,0.969
2021-12-05 11:00:00,0.22,2.0,0.924
2021-05-14 11:35:00,0.22,2.0,0.972
2021-05-19 11:05:00,0.35,2.0,0.987
2021-05-25 10:20:00,0.28,2.0,0.998
2021-01-06 10:10:00,0.26,1.0,1.027
2021-04-06 10:15:00,0.31,2.0,0.979
2021-07-06 10:20:00,0.16,1.0,1.075
2021-06-14 09:20:00,0.19,1.0,1.022
2021-06-18 10:40:00,0.2,2.0,1.178
2021-06-23 12:50:00,0.2,6.0,1.175
2021-06-25 09:40:00,0.12,4.0,1.209
2019-04-07 10:55:00,0.2,3.0,0.979
2019-04-09 12:55:00,0.22,2.0,1.191
2020-01-16 13:25:00,0.23,2.0,0.692
2020-04-02 11:30:00,0.1,1.0,0.698
2020-10-03 10:50:00,0.05,3.0,0.664
2020-07-05 12:35:00,0.16,4.0,0.853
2020-10-06 13:10:00,0.05,2.0,1.001
2020-09-15 13:40:00,0.13,5.0,1.429
2020-11-16 12:40:00,0.05,1.0,1.196
2021-09-02 11:55:00,0.1,1.0,0.858
2021-04-03 10:30:00,0.15,1.0,1.137
2021-03-06 11:30:00,0.11,10.0,0.974
2019-01-07 00:00:00,0.39,1.0,0.707
2019-03-07 10:00:00,0.4,1.0,0.745
2019-08-07 12:00:00,0.35,1.0,0.738
2019-10-07 09:40:00,0.05,3.0,0.771
2019-12-07 10:40:00,0.28,2.0,0.75
2019-07-16 10:30:00,0.35,1.0,0.769
2019-07-19 11:25:00,0.32,1.0,0.63
2019-07-22 12:40:00,0.39,1.0,0.734
2019-07-24 11:15:00,0.34,2.0,1.05
2019-07-26 12:10:00,0.35,1.0,0.759
2019-02-08 09:50:00,0.05,3.0,0.8
2019-07-08 12:40:00,0.37,2.0,0.729
2019-09-08 10:50:00,0.35,2.0,0.855
2019-08-13 10:10:00,0.33,1.0,0.868
2019-08-14 09:30:00,0.36,1.0,0.907
2019-08-16 09:30:00,0.31,2.0,0.85
2019-08-19 11:10:00,0.39,1.0,0.822
2019-08-23 11:50:00,0.34,1.0,0.88
2019-02-09 09:50:00,0.11,2.0,0.848
2019-04-09 10:10:00,0.1,3.0,0.87
2019-09-09 11:00:00,0.39,2.0,0.872
2019-09-13 08:50:00,0.27,5.0,0.896
2019-09-17 10:00:00,0.35,1.0,0.891
2019-02-10 11:40:00,0.34,2.0,0.913
2019-04-10 11:00:00,0.31,2.0,0.936
2019-09-10 09:40:00,0.34,1.0,0.945
2019-10-14 10:55:00,0.35,1.0,1.392
2019-10-18 10:00:00,0.23,3.0,1.379
2019-10-21 10:00:00,0.34,1.0,1.376
2019-10-25 09:30:00,0.17,1.0,1.39
2019-10-29 10:40:00,0.32,1.0,1.446
2019-01-11 10:30:00,0.35,1.0,1.458
2019-04-11 11:00:00,0.35,1.0,1.29
2019-06-11 10:00:00,0.35,1.0,1.392
2019-11-21 10:00:00,0.32,1.0,0.628
2019-03-12 12:10:00,0.37,1.0,0.605
2019-11-12 11:40:00,0.37,1.0,0.596
2019-12-18 11:20:00,0.3,1.0,0.63
2020-06-01 11:20:00,0.37,1.0,0.687
2020-09-01 10:25:00,0.35,1.0,0.68
2020-10-01 10:20:00,0.3,1.0,0.689
2020-01-14 11:00:00,0.39,1.0,0.705
2020-01-17 10:50:00,0.32,1.0,0.703
2020-01-22 11:00:00,0.32,1.0,0.708
2020-01-24 10:45:00,0.34,1.0,0.725
2020-03-02 11:30:00,0.32,1.0,0.69
2020-06-02 10:50:00,0.34,1.0,0.704
2020-10-02 10:15:00,0.31,1.0,0.682
2020-02-14 11:50:00,0.4,1.0,0.671
2020-02-17 11:20:00,0.31,1.0,0.66
2020-02-19 12:40:00,0.4,1.0,0.659
2020-02-21 11:00:00,0.4,1.0,0.666
2020-02-24 10:55:00,0.35,1.0,0.652
2020-02-03 09:50:00,0.29,1.0,0.604
2020-05-03 10:50:00,0.38,1.0,0.621
2020-11-03 13:00:00,0.39,2.0,0.579
2020-12-03 10:20:00,0.39,2.0,0.587
2020-03-13 10:35:00,0.33,1.0,0.667
2020-03-16 10:40:00,0.33,2.0,0.759
2020-03-18 12:30:00,0.37,1.0,0.62
2020-03-23 11:20:00,0.34,1.0,0.656
2020-01-04 11:45:00,0.34,1.0,0.775
2020-10-04 10:45:00,0.35,1.0,0.744
2020-04-14 12:00:00,0.39,1.0,0.727
2020-04-16 10:35:00,0.32,1.0,0.662
2020-08-05 12:10:00,0.39,2.0,0.849
2020-12-05 12:40:00,0.4,2.0,0.846
2020-05-14 10:50:00,0.33,4.0,0.868
2020-05-15 13:00:00,0.37,2.0,0.863
2020-05-18 11:40:00,0.32,2.0,0.868
2020-05-19 13:15:00,0.18,2.0,0.861
2020-05-22 12:50:00,0.39,1.0,0.884
2020-05-26 11:45:00,0.23,2.0,0.804
2020-01-06 09:55:00,0.34,5.0,0.933
2020-03-06 10:20:00,0.38,2.0,0.939
2020-05-06 12:50:00,0.38,1.0,0.957
2020-08-06 11:05:00,0.15,1.0,1.002
2020-10-06 09:30:00,0.38,2.0,1.026
2020-12-06 11:10:00,0.36,1.0,1.034
2020-06-22 11:10:00,0.36,1.0,1.073
2020-01-07 10:20:00,0.06,3.0,1.084
2020-10-07 00:00:00,0.22,2.0,1.141
2020-07-15 11:45:00,0.32,2.0,1.189
2020-07-17 10:50:00,0.38,1.0,1.214
2020-07-08 12:50:00,0.32,1.0,1.238
2020-12-08 11:50:00,0.26,1.0,1.219
2020-08-14 10:30:00,0.3,3.0,1.206
2020-08-19 11:30:00,0.25,2.0,1.255
2020-08-09 10:20:00,0.25,1.0,1.173
2020-11-09 11:55:00,0.23,1.0,1.238
2020-09-19 11:30:00,0.2,1.0,1.223
2020-09-20 11:30:00,0.32,2.0,1.376
2020-09-26 11:55:00,0.22,1.0,1.325
2020-09-27 11:50:00,0.33,1.0,1.438
2020-02-10 12:30:00,0.21,1.0,1.482
2020-03-10 12:20:00,0.16,1.0,1.203
2020-04-10 11:25:00,0.34,2.0,1.488
2020-10-19 10:30:00,0.33,1.0,1.492
2020-10-21 10:40:00,0.35,1.0,1.395
2020-10-25 11:20:00,0.33,2.0,1.49
2020-05-11 10:50:00,0.12,2.0,1.796
2020-06-11 12:10:00,0.2,1.0,1.422
2020-08-11 11:30:00,0.32,1.0,1.416
2020-11-11 13:20:00,0.37,1.0,1.111
2020-11-14 13:25:00,0.11,2.0,1.192
2020-11-24 11:20:00,0.33,1.0,0.864
2020-11-28 12:00:00,0.25,1.0,0.695
2020-01-12 13:00:00,0.35,1.0,0.873
2020-05-12 11:55:00,0.21,1.0,0.665
2020-09-12 11:30:00,0.31,1.0,0.689
2021-11-01 12:15:00,0.32,1.0,0.766
2021-01-15 10:30:00,0.29,2.0,0.366
2021-01-20 11:00:00,0.27,1.0,0.745
2021-01-22 10:30:00,0.33,2.0,0.793
2021-01-27 10:20:00,0.23,2.0,0.809
2021-01-02 09:55:00,0.21,2.0,0.821
2021-04-02 09:45:00,0.23,1.0,0.833
2021-10-02 09:30:00,0.32,2.0,0.822
2021-02-15 10:35:00,0.23,2.0,0.988
2021-02-18 09:05:00,0.5,2.0,0.932
2021-02-23 09:05:00,0.26,2.0,0.989
2021-02-03 10:50:00,0.24,2.0,2.317
2021-12-03 09:30:00,0.23,1.0,0.987
2021-03-15 10:20:00,0.31,2.0,0.984
2021-03-19 11:25:00,0.32,1.0,0.884
2021-03-22 11:50:00,0.32,1.0,0.946
2021-03-26 10:45:00,0.27,3.0,0.926
2021-02-04 11:35:00,0.31,2.0,0.871
2021-09-04 09:40:00,0.24,4.0,0.94
2021-04-16 10:30:00,0.26,3.0,0.983
2021-04-20 13:00:00,0.34,2.0,0.943
2021-04-23 10:40:00,0.31,1.0,0.921
2021-05-05 12:10:00,0.32,2.0,0.968
2021-10-05 10:30:00,0.34,1.0,0.937
2021-12-05 12:35:00,0.35,1.0,0.921
2021-05-14 13:00:00,0.31,1.0,0.97
2021-05-19 10:00:00,0.15,2.0,0.947
2021-05-22 10:39:00,0.21,2.0,0.979
2021-01-06 10:50:00,0.35,1.0,1.024
2021-04-06 11:00:00,0.22,2.0,1.059
2021-07-06 09:15:00,0.1,3.0,1.065
