Date,Cl,Mn,NO3
2020-11-24 09:20:00,0.32,1.0,0.665
2020-01-12 11:00:00,0.31,1.0,0.665
2020-12-13 14:05:00,0.22,1.0,0.379
2020-12-18 10:50:00,0.18,1.0,0.746
2021-01-14 09:55:00,0.31,2.0,0.316
2021-01-18 10:00:00,0.32,1.0,0.551
2021-10-02 11:20:00,0.36,1.0,0.552
2021-03-19 09:30:00,0.28,2.0,0.416
2021-03-26 11:15:00,0.36,1.0,0.406
2021-06-04 09:15:00,0.22,2.0,0.53
2021-09-04 12:55:00,0.21,2.0,0.495
2021-04-16 13:50:00,0.31,1.0,0.586
2021-12-05 09:15:00,0.33,1.0,0.768
2021-05-19 09:10:00,0.05,1.0,0.577
2021-06-18 12:20:00,0.24,1.0,0.379
2021-06-23 10:30:00,0.32,7.0,0.344
2019-02-07 10:30:00,0.39,3.0,0.865
2019-05-07 09:50:00,0.4,2.0,0.825
2019-06-08 11:20:00,0.37,3.0,1.005
2019-09-17 10:20:00,0.4,3.0,1.017
2019-07-10 09:45:00,0.37,2.0,1.152
2019-11-10 11:10:00,0.37,2.0,1.201
2019-06-11 09:45:00,0.4,3.0,1.219
2019-11-25 09:50:00,0.37,2.0,0.562
2020-08-01 10:35:00,0.31,2.0,0.69
2020-01-23 09:55:00,0.38,1.0,0.711
2020-02-18 12:10:00,0.39,3.0,0.684
2020-06-03 11:50:00,0.4,2.0,0.64
2020-03-16 10:50:00,0.33,2.0,0.77
2020-03-19 10:20:00,0.39,2.0,0.616
2020-06-04 12:40:00,0.38,1.0,0.742
2020-05-14 10:40:00,0.39,3.0,0.794
2020-05-18 10:15:00,0.26,4.0,0.765
2020-08-06 11:30:00,0.37,2.0,0.892
2020-06-16 10:10:00,0.39,2.0,0.847
2020-07-16 11:40:00,0.32,1.0,1.184
2020-07-21 13:10:00,0.31,5.0,1.209
2020-08-18 11:15:00,0.35,2.0,1.132
2020-10-30 12:20:00,0.63,2.0,1.27
2020-09-11 10:50:00,0.32,1.0,1.032
2020-12-11 12:25:00,0.2,1.0,0.562
2020-11-17 10:30:00,0.23,1.0,0.574
2020-11-20 11:40:00,0.4,2.0,1.013
2020-12-16 12:45:00,0.32,1.0,0.587
2021-01-21 10:55:00,0.31,1.0,0.677
2021-02-16 13:00:00,0.22,2.0,1.004
2021-10-03 12:35:00,0.39,3.0,0.9
2021-03-17 11:11:00,0.36,2.0,0.793
2021-03-26 12:30:00,0.32,2.0,0.736
2021-07-04 10:00:00,0.32,2.0,0.877
2021-04-22 10:55:00,0.39,3.0,0.827
2021-05-19 10:00:00,0.4,3.0,0.847
2021-03-06 10:30:00,0.25,2.0,0.77
2021-08-06 10:35:00,0.36,2.0,0.888
2021-06-14 09:55:00,0.39,2.0,0.876
2019-05-08 12:05:00,0.08,11.0,1.09
2019-11-18 10:10:00,0.05,8.0,1.035
2020-09-03 11:35:00,0.13,8.0,0.639
2020-02-04 11:30:00,0.15,3.0,0.805
2020-02-06 12:20:00,0.06,8.0,0.898
2020-07-23 12:50:00,0.05,1.0,1.163
2020-11-08 10:55:00,0.05,2.0,1.231
2020-02-11 10:30:00,0.05,1.0,1.541
2021-01-15 11:15:00,0.05,4.0,0.783
2021-02-04 12:00:00,0.11,1.0,0.865
2019-02-07 11:00:00,0.3,9.0,0.859
2019-06-08 12:00:00,0.27,6.0,1.053
2019-03-10 11:00:00,0.1,2.0,1.067
2019-07-10 10:10:00,0.15,3.0,1.199
2019-11-10 11:40:00,0.3,4.0,1.194
2019-10-22 11:50:00,0.1,10.0,1.254
2019-06-11 10:10:00,0.13,3.0,1.141
2019-12-11 10:40:00,0.14,3.0,1.181
2019-11-25 10:20:00,0.25,5.0,0.554
2019-11-12 10:05:00,0.16,2.0,0.613
2019-12-17 12:20:00,0.17,5.0,0.618
2020-08-01 10:50:00,0.3,3.0,0.683
2020-01-21 09:55:00,0.19,3.0,0.695
2020-01-23 10:15:00,0.36,2.0,0.704
2020-02-18 12:40:00,0.27,4.0,0.671
2020-06-03 12:20:00,0.3,3.0,0.629
2020-03-16 11:15:00,0.21,1.0,0.656
2020-04-22 10:40:00,0.15,2.0,0.707
2020-05-14 11:10:00,0.18,3.0,0.8
2020-05-18 10:35:00,0.13,2.0,0.813
2020-08-06 12:00:00,0.3,12.0,0.879
2020-12-06 11:10:00,0.19,4.0,0.853
2020-07-16 11:55:00,0.14,1.0,1.19
2020-07-21 12:55:00,0.11,1.0,0.988
2020-11-08 14:40:00,0.17,1.0,1.256
2020-08-18 11:30:00,0.18,2.0,1.178
2020-10-19 13:10:00,0.19,1.0,1.479
2020-10-30 11:50:00,0.19,2.0,1.198
2020-05-11 11:20:00,0.18,3.0,1.0
2020-12-11 12:00:00,0.15,1.0,0.561
2020-11-19 11:45:00,0.15,1.0,1.362
2020-12-16 12:25:00,0.18,1.0,0.55
2021-01-21 11:10:00,0.2,1.0,0.677
2021-02-18 12:35:00,0.15,1.0,0.86
2021-11-03 11:00:00,0.18,1.0,0.894
2021-07-04 12:25:00,0.2,2.0,0.876
2021-04-22 11:20:00,0.23,90.0,0.798
2021-04-27 10:35:00,0.3,4.0,0.818
2021-11-05 11:15:00,0.22,2.0,0.902
2021-05-19 10:20:00,0.18,3.0,0.863
2021-03-06 08:20:00,0.12,13.0,0.76
2021-08-06 12:30:00,0.18,3.0,0.895
2021-06-14 10:20:00,0.14,3.0,0.879
2019-01-08 11:55:00,0.05,3.0,1.066
2020-01-16 11:05:00,0.1,2.0,0.701
2020-10-03 10:20:00,0.05,2.0,0.663
2020-08-04 12:45:00,0.05,1.0,0.757
2020-07-05 09:45:00,0.1,4.0,0.818
2020-11-16 13:00:00,0.05,1.0,1.205
2020-02-12 11:50:00,0.05,1.0,0.743
2021-01-13 13:50:00,0.09,1.0,0.732
2021-05-17 10:15:00,0.15,3.0,0.929
2021-05-21 12:05:00,0.05,1.0,0.935
2021-09-06 12:50:00,0.05,1.0,1.025
2019-08-28 11:55:00,0.45,4.0,0.473
2019-12-09 11:00:00,0.08,3.0,0.422
2019-08-10 11:00:00,0.4,4.0,0.488
2019-08-11 12:30:00,0.4,3.0,0.621
2019-11-13 11:00:00,0.2,3.0,0.408
2019-05-12 11:25:00,0.82,1.0,0.415
2019-10-12 12:10:00,0.4,1.0,0.386
2020-04-27 09:45:00,1.8,1.0,1.0
2020-04-30 12:40:00,0.4,6.0,0.275
2020-05-14 11:00:00,0.37,1.0,0.317
2020-04-08 10:40:00,0.4,1.0,0.44
2020-08-08 12:10:00,0.05,9.0,0.293
2020-12-08 09:30:00,0.05,5.0,0.397
2020-08-27 14:05:00,0.23,2.0,0.362
2020-01-09 14:45:00,0.06,3.0,0.438
2020-10-09 11:25:00,0.26,3.0,0.48
2020-10-20 15:10:00,0.25,2.0,0.956
2020-10-28 11:20:00,0.4,1.0,0.32
2021-11-02 11:50:00,0.23,2.0,0.413
2021-04-21 12:15:00,0.11,2.0,0.314
2021-04-26 10:10:00,0.12,2.0,0.252
2021-04-29 11:35:00,0.2,2.0,0.369
2021-07-05 11:20:00,0.21,5.0,0.258
2019-07-15 12:50:00,0.23,2.0,1.054
2019-07-23 12:00:00,0.11,2.0,1.028
2019-01-08 11:00:00,0.27,3.0,1.066
2019-08-21 12:00:00,0.05,2.0,1.119
2019-02-09 12:10:00,0.23,2.0,1.181
2019-09-19 12:00:00,0.05,1.0,1.218
2019-01-10 11:50:00,0.23,1.0,1.329
2019-10-10 11:15:00,0.05,1.0,1.36
2019-10-16 12:30:00,0.05,1.0,1.318
2019-10-23 12:50:00,0.05,1.0,1.372
2019-05-11 12:30:00,0.13,1.0,1.224
2019-07-11 11:10:00,0.23,2.0,1.28
2019-12-11 11:40:00,0.23,1.0,1.4
2019-11-14 11:30:00,0.11,2.0,1.058
2019-11-21 11:30:00,0.06,2.0,0.839
2019-11-25 11:30:00,0.05,1.0,0.691
2019-04-12 12:00:00,0.12,4.0,0.63
2020-09-01 12:30:00,0.2,1.0,0.686
2020-04-02 12:00:00,0.07,2.0,0.683
2020-06-02 11:00:00,0.19,2.0,0.695
2020-02-13 10:50:00,0.17,3.0,0.72
2020-02-19 12:00:00,0.12,1.0,0.707
2020-05-03 11:30:00,0.05,3.0,0.653
2020-12-03 12:00:00,0.13,3.0,0.736
2020-03-17 11:20:00,0.3,2.0,0.758
2020-02-04 12:50:00,0.13,2.0,0.86
2020-04-14 11:40:00,0.05,1.0,0.755
2020-04-22 10:50:00,0.3,2.0,0.809
2020-07-05 12:30:00,0.13,2.0,0.867
2020-05-21 10:20:00,0.1,2.0,0.877
2020-04-06 11:00:00,0.2,3.0,0.956
2020-11-06 11:35:00,0.05,1.0,1.011
2020-06-18 14:40:00,0.13,2.0,1.074
2020-01-07 11:10:00,0.05,2.0,1.106
2020-07-15 12:10:00,0.31,2.0,1.228
2020-07-20 11:50:00,0.29,2.0,1.183
2020-04-08 13:15:00,0.13,1.0,1.056
2020-08-19 12:50:00,0.21,2.0,1.297
2020-10-09 13:10:00,0.22,2.0,1.37
2020-09-18 12:30:00,0.1,3.0,1.429
2020-06-10 14:40:00,0.11,2.0,1.597
2020-10-27 13:10:00,0.05,2.0,1.426
2020-10-11 12:20:00,0.05,1.0,1.29
2020-11-19 10:20:00,0.05,2.0,1.103
2020-11-26 12:00:00,0.05,1.0,1.168
2020-03-12 13:40:00,0.11,2.0,0.655
2020-10-12 12:25:00,0.14,3.0,0.711
2020-12-14 10:55:00,0.05,2.0,0.595
2020-12-18 11:15:00,0.17,2.0,0.641
2020-12-21 12:30:00,0.05,1.0,0.68
2021-12-01 14:00:00,0.05,2.0,0.966
2021-01-26 12:20:00,0.32,1.0,0.81
2021-01-29 11:50:00,0.2,2.0,0.842
2021-04-02 11:50:00,0.25,2.0,0.893
2021-08-02 14:45:00,0.16,2.0,0.888
2021-11-02 10:45:00,0.16,2.0,0.849
2021-02-22 11:50:00,0.15,2.0,1.025
2021-02-25 11:00:00,0.22,2.0,1.002
2021-04-03 13:10:00,0.14,2.0,1.099
2021-12-03 11:25:00,0.05,1.0,0.988
2021-03-17 10:50:00,0.05,2.0,0.913
2021-03-22 14:20:00,0.05,1.0,0.917
2021-07-04 13:30:00,0.1,2.0,0.934
2021-04-15 13:10:00,0.18,2.0,0.942
2021-05-17 13:10:00,0.16,2.0,0.973
2021-05-21 11:40:00,0.19,2.0,0.968
2021-01-06 13:00:00,0.29,1.0,1.034
2021-06-15 13:00:00,0.16,2.0,1.076
2021-06-21 13:00:00,0.1,2.0,1.18
2019-09-17 11:50:00,0.05,2.0,0.88
2019-02-10 09:50:00,0.39,3.0,0.929
2019-08-10 09:40:00,0.37,3.0,0.936
2019-09-10 10:40:00,0.37,2.0,0.973
2019-10-15 09:40:00,0.37,4.0,1.34
2019-10-21 11:50:00,0.05,2.0,1.363
2019-10-29 12:00:00,0.13,2.0,1.464
2019-10-31 10:30:00,0.05,2.0,1.394
2019-04-11 09:40:00,0.37,2.0,1.204
2019-06-11 11:00:00,0.1,2.0,1.42
2019-08-11 10:40:00,0.07,2.0,1.36
2019-11-11 11:45:00,0.23,1.0,1.363
2019-11-13 09:40:00,0.37,2.0,1.332
2019-11-15 10:50:00,0.05,2.0,1.279
2019-11-20 12:40:00,0.36,2.0,0.998
2019-11-21 10:30:00,0.05,2.0,0.798
2019-11-26 09:50:00,0.35,2.0,0.472
2019-03-12 10:30:00,0.35,2.0,0.676
2019-05-12 11:15:00,0.15,1.0,0.635
2019-06-12 13:30:00,0.32,2.0,0.647
2019-10-12 09:40:00,0.35,2.0,0.588
2019-11-12 11:00:00,0.08,2.0,0.588
2019-12-12 11:20:00,0.09,2.0,0.594
2019-12-16 10:00:00,0.34,2.0,0.628
2019-12-17 11:10:00,0.07,2.0,0.619
2019-12-20 10:40:00,0.15,1.0,0.626
2020-07-01 09:40:00,0.35,2.0,0.69
2020-01-13 09:40:00,0.33,2.0,0.695
2020-01-17 10:40:00,0.18,1.0,0.707
2020-01-20 09:40:00,0.36,3.0,0.711
2020-01-24 10:55:00,0.15,2.0,0.73
2020-03-02 11:35:00,0.08,1.0,0.72
2020-05-02 10:10:00,0.37,2.0,0.696
2020-06-02 11:10:00,0.12,2.0,0.694
2020-11-02 10:20:00,0.35,2.0,0.691
2020-02-13 12:50:00,0.39,2.0,0.682
2020-02-17 11:00:00,0.18,2.0,0.694
2020-04-03 09:40:00,0.36,2.0,0.6
2020-10-03 12:00:00,0.39,2.0,0.582
2020-12-03 11:00:00,0.12,2.0,0.744
2020-03-13 10:30:00,0.37,2.0,0.607
2020-03-17 10:55:00,0.14,2.0,0.623
2020-03-24 11:40:00,0.12,2.0,0.737
2020-06-04 11:55:00,0.17,1.0,0.723
2020-08-04 10:50:00,0.38,2.0,0.747
2020-09-04 11:10:00,0.14,2.0,0.858
2020-04-13 09:20:00,0.39,2.0,0.755
2020-04-21 09:30:00,0.35,4.0,0.631
2020-04-23 09:40:00,0.38,2.0,0.738
2020-04-05 11:50:00,0.17,3.0,0.833
2020-08-05 12:15:00,0.11,3.0,0.839
2020-12-05 11:20:00,0.35,3.0,0.844
2020-05-13 11:30:00,0.15,2.0,0.796
2020-05-19 12:20:00,0.12,3.0,0.855
2020-05-20 12:35:00,0.11,1.0,0.854
2020-05-21 09:30:00,0.38,4.0,0.861
2020-05-26 09:40:00,0.37,2.0,0.882
2020-02-06 09:40:00,0.37,2.0,0.921
2020-04-06 11:30:00,0.13,2.0,0.956
2020-09-06 09:40:00,0.39,2.0,0.982
2020-12-06 09:40:00,0.39,2.0,1.011
2020-06-17 11:40:00,0.16,4.0,1.111
2020-06-19 12:10:00,0.37,2.0,1.034
2020-06-22 11:25:00,0.17,4.0,0.835
2020-06-07 11:35:00,0.12,2.0,0.978
2020-09-07 11:55:00,0.11,2.0,1.22
2020-07-13 11:30:00,0.07,3.0,1.188
2020-07-16 12:40:00,0.15,1.0,1.187
2020-07-21 11:30:00,0.14,5.0,1.161
2020-10-08 11:20:00,0.27,3.0,1.244
2020-08-14 11:50:00,0.11,3.0,1.153
2020-08-17 11:10:00,0.24,2.0,1.189
2020-08-20 10:50:00,0.2,5.0,1.157
2020-09-14 11:30:00,0.22,2.0,1.385
2020-09-18 13:30:00,0.25,2.0,1.442
2020-01-10 11:20:00,0.16,1.0,1.462
2020-10-19 09:45:00,0.1,2.0,1.492
2020-10-20 11:40:00,0.13,2.0,1.454
2020-10-26 09:45:00,0.07,2.0,1.508
2020-10-27 12:15:00,0.1,2.0,1.488
2020-04-11 11:20:00,0.05,2.0,1.358
2020-09-11 11:40:00,0.11,1.0,1.031
2020-10-11 14:45:00,0.05,1.0,1.158
2020-11-13 12:40:00,0.05,3.0,1.059
2020-11-17 09:30:00,0.05,2.0,1.289
2020-11-18 12:00:00,0.22,3.0,1.032
2020-11-19 12:00:00,0.18,2.0,1.233
2020-11-20 09:50:00,0.05,2.0,1.181
2020-11-26 11:05:00,0.13,1.0,1.034
2020-11-30 12:30:00,0.11,2.0,0.734
2020-03-12 11:05:00,0.19,2.0,0.751
2020-04-12 11:45:00,0.2,2.0,0.85
2020-07-12 11:55:00,0.1,2.0,0.685
2020-09-12 10:50:00,0.1,3.0,0.673
2020-10-12 10:00:00,0.1,3.0,0.747
2020-11-12 09:57:00,0.05,3.0,0.711
2020-12-14 11:55:00,0.11,2.0,0.692
2020-12-16 12:05:00,0.13,1.0,0.6
2020-12-18 12:07:00,0.19,2.0,0.622
2020-12-21 11:55:00,0.11,1.0,0.687
2021-11-01 11:25:00,0.16,2.0,0.864
2021-12-01 11:30:00,0.11,2.0,0.965
2021-01-15 08:50:00,0.17,2.0,0.787
2021-01-20 11:20:00,0.1,1.0,0.8
2021-01-21 10:10:00,0.22,3.0,0.763
2021-01-26 10:35:00,0.39,1.0,0.813
2021-01-27 11:40:00,0.38,1.0,0.806
2021-01-02 10:25:00,0.28,2.0,0.836
2021-02-02 12:05:00,0.23,2.0,0.938
2021-05-02 11:15:00,0.19,1.0,0.849
2021-09-02 09:10:00,0.05,2.0,0.834
2021-10-02 11:10:00,0.14,1.0,0.859
2021-02-15 09:50:00,0.18,3.0,0.898
2021-02-17 10:20:00,0.19,2.0,0.943
2021-02-19 09:20:00,0.18,2.0,0.857
2021-05-03 10:40:00,0.16,3.0,1.056
2021-09-03 08:25:00,0.1,2.0,0.998
2021-11-03 11:15:00,0.09,2.0,0.968
2021-03-16 09:40:00,0.38,2.0,0.969
2021-03-24 10:20:00,0.15,1.0,0.748
2021-01-04 11:20:00,0.13,2.0,0.868
2021-09-04 09:15:00,0.11,3.0,0.941
2021-04-19 12:25:00,0.15,2.0,0.788
2021-05-14 11:50:00,0.14,2.0,0.955
2021-05-18 12:10:00,0.08,2.0,0.944
2021-05-20 12:00:00,0.25,2.0,0.92
2021-01-06 10:00:00,0.27,2.0,1.017
2021-02-06 13:50:00,0.22,2.0,5.931
2021-04-06 11:45:00,0.14,1.0,1.057
2021-07-06 11:45:00,0.3,2.0,1.06
2021-06-14 11:50:00,0.2,2.0,1.088
2021-06-22 12:30:00,0.09,2.0,1.142
2021-06-24 00:00:00,0.09,4.0,1.16
2021-06-25 12:20:00,0.11,2.0,1.178
2019-01-07 10:50:00,0.05,1.0,0.731
2019-09-07 10:30:00,0.1,2.0,0.764
2019-11-07 10:50:00,0.08,3.0,0.514
2019-07-15 10:00:00,0.37,2.0,0.722
2019-07-22 11:10:00,0.05,2.0,0.7
2019-07-24 09:40:00,0.37,3.0,0.979
2019-06-08 10:40:00,0.05,3.0,0.795
2019-08-08 09:40:00,0.38,12.0,1.084
2019-12-08 11:20:00,0.05,2.0,0.853
2019-08-20 11:30:00,0.05,3.0,0.944
2019-08-22 11:30:00,0.05,2.0,0.886
2019-03-09 11:20:00,0.05,2.0,0.871
2019-10-09 09:30:00,0.37,3.0,0.942
2019-02-07 11:00:00,0.27,2.0,0.931
2019-04-07 12:00:00,0.38,3.0,0.976
2019-08-07 11:30:00,0.32,2.0,1.004
2019-07-16 09:50:00,0.32,2.0,1.05
2019-07-23 09:50:00,0.38,2.0,1.044
2019-06-08 10:10:00,0.38,2.0,1.048
2019-08-08 10:10:00,0.31,2.0,1.091
2019-08-14 10:10:00,0.34,2.0,1.188
2019-08-19 11:40:00,0.14,2.0,1.033
2019-10-09 10:20:00,0.27,3.0,1.242
2019-12-09 10:20:00,0.2,7.0,1.21
2019-01-10 11:55:00,0.3,1.0,1.318
2019-04-10 11:40:00,0.28,2.0,1.367
2019-07-10 00:00:00,0.31,1.0,1.357
2019-09-10 12:15:00,0.31,1.0,1.348
2019-10-25 11:00:00,0.31,1.0,1.406
2019-10-29 10:20:00,0.32,1.0,1.445
2019-01-11 11:00:00,0.39,1.0,1.455
2019-05-11 10:00:00,0.31,1.0,1.257
2019-07-11 10:40:00,0.2,2.0,1.249
2019-12-11 09:10:00,0.3,1.0,1.377
2019-11-14 09:40:00,0.11,2.0,0.739
2019-11-19 11:00:00,0.19,2.0,0.623
2019-11-21 10:10:00,0.39,2.0,0.685
2019-11-12 09:50:00,0.38,1.0,0.597
2019-12-18 11:50:00,0.41,1.0,0.644
2019-12-19 09:40:00,0.32,3.0,0.626
2020-08-01 11:20:00,0.35,1.0,0.688
2020-01-15 10:20:00,0.31,1.0,0.699
2020-01-20 12:10:00,0.31,2.0,0.695
2020-04-02 12:20:00,0.23,1.0,0.698
2020-06-02 11:25:00,0.31,1.0,0.701
2020-11-02 10:50:00,0.31,2.0,0.682
2020-02-19 12:20:00,0.39,2.0,0.69
2020-02-20 11:55:00,0.31,2.0,0.683
2020-04-03 11:15:00,0.31,1.0,0.652
2020-06-03 11:10:00,0.32,2.0,0.643
2020-09-03 11:10:00,0.39,2.0,0.656
2020-12-03 09:20:00,0.37,2.0,0.719
2020-03-25 12:00:00,0.21,3.0,0.705
2020-06-04 12:05:00,0.32,1.0,0.765
2020-09-04 11:30:00,0.35,2.0,0.799
2020-04-13 10:35:00,0.31,1.0,0.76
2020-04-21 09:40:00,0.23,3.0,0.766
2020-05-05 11:30:00,0.32,3.0,0.81
2020-05-14 11:30:00,0.31,2.0,0.853
2020-05-18 12:15:00,0.35,3.0,0.88
2020-05-20 12:45:00,0.24,6.0,0.853
2020-05-21 11:40:00,0.32,2.0,0.853
2020-05-26 10:05:00,0.38,2.0,0.9
2020-01-06 11:45:00,0.33,2.0,0.901
2020-04-06 10:40:00,0.32,2.0,0.92
2020-08-06 11:35:00,0.12,2.0,0.987
2020-10-06 09:50:00,0.35,1.0,1.015
2020-06-16 11:05:00,0.32,1.0,1.035
2020-07-07 13:40:00,0.31,2.0,1.153
2020-07-14 10:40:00,0.33,2.0,1.162
2020-07-16 10:00:00,0.33,2.0,1.207
2020-07-21 09:30:00,0.38,2.0,1.139
2020-07-23 10:30:00,0.31,2.0,1.132
2020-12-08 11:15:00,0.32,1.0,1.195
2020-08-13 10:10:00,0.31,1.0,1.256
2020-08-09 11:30:00,0.22,1.0,1.277
2020-09-15 11:30:00,0.21,1.0,1.392
2020-09-20 09:05:00,0.31,2.0,1.42
2020-09-27 09:00:00,0.3,1.0,1.453
2020-03-10 12:40:00,0.13,2.0,1.499
2020-05-10 11:25:00,0.35,2.0,1.453
2020-10-21 09:30:00,0.32,1.0,1.421
2020-10-24 13:05:00,0.27,3.0,1.236
2020-10-29 10:30:00,0.37,1.0,1.575
2020-01-11 09:15:00,0.31,1.0,1.471
2020-07-11 13:15:00,0.34,1.0,1.806
2020-11-14 12:30:00,0.19,1.0,1.276
2020-11-27 12:45:00,0.2,4.0,0.875
2020-11-29 09:30:00,0.32,1.0,0.741
2020-03-12 10:35:00,0.31,2.0,0.659
2020-06-12 09:40:00,0.32,2.0,0.659
2020-08-12 10:50:00,0.3,2.0,0.684
2021-12-01 11:45:00,0.25,1.0,0.747
2021-01-19 11:40:00,0.31,1.0,0.777
2021-01-20 13:45:00,0.23,1.0,0.76
2021-01-26 10:55:00,0.32,1.0,0.794
2021-01-30 11:06:00,0.24,2.0,0.871
2021-03-02 12:45:00,0.23,1.0,0.836
2021-09-02 13:50:00,0.2,3.0,0.85
2021-02-18 11:40:00,0.33,1.0,0.969
2021-01-03 11:40:00,0.31,2.0,1.042
2021-08-03 09:45:00,0.32,1.0,1.093
2021-12-03 10:30:00,0.22,2.0,0.982
2021-03-17 11:30:00,0.25,4.0,0.901
2021-03-22 11:00:00,0.31,1.0,0.919
2021-03-25 10:10:00,0.35,2.0,0.941
2021-05-04 12:10:00,0.31,2.0,0.933
2021-08-04 09:30:00,0.32,1.0,0.872
2021-12-04 12:00:00,0.32,1.0,0.875
2021-04-14 10:20:00,0.24,3.0,0.913
2021-04-21 10:45:00,0.35,2.0,0.966
2021-07-05 12:30:00,0.34,2.0,0.982
2021-10-05 11:05:00,0.32,1.0,0.989
2021-05-18 10:10:00,0.23,4.0,0.954
2021-05-26 10:30:00,0.31,2.0,0.976
2021-02-06 14:35:00,0.31,2.0,1.089
2021-07-06 11:10:00,0.39,2.0,1.079
2021-09-06 11:40:00,0.3,2.0,1.109
2021-06-15 11:20:00,0.25,1.0,0.953
2021-06-24 10:10:00,0.32,1.0,1.171
2019-01-07 11:10:00,0.21,1.0,0.949
2019-11-07 11:00:00,0.24,1.0,1.017
2019-07-22 11:30:00,0.22,2.0,1.022
2019-07-24 10:00:00,0.31,3.0,0.977
2019-07-29 11:20:00,0.21,1.0,1.086
2019-08-22 12:20:00,0.21,2.0,1.126
2019-10-09 09:50:00,0.35,4.0,0.905
2019-02-10 10:10:00,0.35,3.0,0.95
2019-08-10 10:00:00,0.33,3.0,0.935
2019-10-15 10:10:00,0.3,4.0,1.349
2019-10-21 11:30:00,0.22,1.0,1.385
2019-04-11 10:20:00,0.34,1.0,1.274
2019-11-11 11:10:00,0.18,1.0,1.335
2019-11-13 10:00:00,0.34,2.0,1.346
2019-03-12 11:00:00,0.32,2.0,0.664
2019-05-12 11:35:00,0.31,1.0,0.635
2019-10-12 10:10:00,0.33,2.0,0.591
2020-07-01 10:00:00,0.32,2.0,0.689
2020-01-13 10:00:00,0.32,2.0,0.696
2020-01-20 10:10:00,0.33,2.0,0.718
2020-01-24 12:15:00,0.18,1.0,0.729
2020-03-02 12:05:00,0.14,1.0,0.706
2020-05-02 10:30:00,0.35,2.0,0.683
2020-11-02 10:40:00,0.37,2.0,0.68
2020-02-17 11:30:00,0.13,2.0,0.573
2020-04-03 10:10:00,0.33,2.0,0.598
2020-10-03 11:40:00,0.34,2.0,0.587
2020-12-03 11:15:00,0.31,3.0,0.759
2020-03-13 10:50:00,0.34,2.0,0.607
2020-03-17 11:25:00,0.14,2.0,0.719
2020-03-24 12:20:00,0.32,2.0,0.745
2020-08-04 11:50:00,0.32,2.0,0.769
2020-09-04 11:25:00,0.32,2.0,0.853
2020-04-13 10:00:00,0.38,2.0,0.753
2020-04-21 10:00:00,0.37,3.0,0.636
2020-04-05 12:25:00,0.2,2.0,0.842
2020-08-05 12:50:00,0.2,2.0,0.856
2020-05-19 11:55:00,0.17,2.0,0.797
2020-05-24 11:45:00,0.21,2.0,0.887
2020-05-26 10:00:00,0.33,2.0,0.88
2020-02-06 10:00:00,0.35,3.0,0.926
2020-04-06 11:00:00,0.16,2.0,0.781
2020-09-06 10:00:00,0.37,2.0,0.967
2020-12-06 10:00:00,0.35,2.0,1.012
2020-06-17 11:15:00,0.18,1.0,0.879
2020-06-22 10:50:00,0.24,2.0,0.881
2020-06-25 13:30:00,0.32,1.0,1.073
2020-06-07 11:55:00,0.27,2.0,0.971
2020-09-07 12:15:00,0.33,2.0,1.173
2020-07-13 12:00:00,0.38,2.0,1.188
2020-03-08 11:40:00,0.2,1.0,1.091
2020-10-08 10:50:00,0.32,2.0,1.265
2020-08-14 12:10:00,0.31,2.0,1.14
2020-08-20 11:20:00,0.23,2.0,1.258
2020-08-24 12:30:00,0.2,3.0,1.18
2020-09-14 11:50:00,0.21,1.0,1.402
2020-09-18 13:55:00,0.36,2.0,1.433
2020-01-10 11:40:00,0.31,1.0,1.461
2020-10-19 10:50:00,0.28,1.0,1.576
2020-10-27 10:40:00,0.05,1.0,1.519
2020-04-11 11:00:00,0.05,1.0,1.383
2020-09-11 12:00:00,0.33,1.0,1.023
2020-11-17 11:15:00,0.16,1.0,0.873
2020-11-18 10:45:00,0.15,1.0,1.079
2020-11-26 11:20:00,0.32,1.0,1.014
2020-11-30 12:45:00,0.3,2.0,0.731
2020-04-12 12:10:00,0.15,2.0,0.706
2020-07-12 12:05:00,0.32,3.0,0.69
2020-11-12 10:28:00,0.25,1.0,0.724
2020-12-14 11:40:00,0.31,2.0,0.693
2021-11-01 11:00:00,0.14,2.0,0.87
2021-01-20 11:00:00,0.32,1.0,0.802
2021-01-26 11:00:00,0.28,1.0,0.82
2021-02-02 12:30:00,0.17,3.0,0.943
2021-08-02 12:30:00,0.14,2.0,0.888
2021-10-02 11:30:00,0.31,1.0,0.865
2021-02-15 10:15:00,0.48,2.0,0.95
2021-02-17 10:50:00,0.14,2.0,0.658
2021-02-19 09:50:00,0.3,2.0,0.866
2021-11-03 11:40:00,0.07,2.0,0.946
2021-03-16 10:40:00,0.21,2.0,0.99
2021-03-24 10:40:00,0.3,1.0,0.762
2021-01-04 12:00:00,0.1,2.0,0.758
2021-09-04 09:30:00,0.32,3.0,0.98
2021-04-13 12:50:00,0.18,3.0,0.838
2021-04-19 12:10:00,0.31,1.0,0.649
2021-04-22 10:25:00,0.4,2.0,0.999
2021-05-14 09:15:00,0.33,2.0,0.972
2021-05-18 09:00:00,0.31,2.0,0.971
2021-05-20 11:30:00,0.3,1.0,0.911
2021-02-06 13:15:00,0.4,1.0,1.045
2021-07-06 11:20:00,0.39,1.0,1.071
2021-06-14 11:20:00,0.2,1.0,1.095
2021-06-17 11:20:00,0.22,1.0,1.122
